Area,Season,Year,Months,Standard Deviation,Outlier Type
Finland,Winter,2015,February,3.566,High
Finland,Spring,2015,March,2.892,High
Finland,Summer,2015,June,1.583,High
Finland,Summer,2015,July,1.38,High
Finland,Fall,2015,October,1.915,High
Finland,Fall,2015,November,2.28,High
Finland,Winter,2015,December,3.499,High
Germany,Winter,2015,February,2.957,High
Germany,Spring,2015,March,2.037,High
Greenland,Spring,2015,March,2.021,High
Hungary,Winter,2015,February,3.171,High
Hungary,Spring,2015,March,2.223,High
Iceland,Spring,2015,March,2.196,High
Liechtenstein,Winter,2015,February,2.814,High
Liechtenstein,Spring,2015,March,1.959,High
Mongolia,Winter,2015,February,3.021,High
Mongolia,Spring,2015,March,1.962,High
Mongolia,Fall,2015,November,2.235,High
Mongolia,Winter,2015,December,2.926,High
Netherlands,Winter,2015,February,2.75,High
Norway,Spring,2015,March,2.1,High
Norway,Summer,2015,June,1.468,High
Paraguay,Summer,2015,June,1.592,High
Paraguay,Summer,2015,July,2.058,High
Paraguay,Summer,2015,August,1.58,High
Poland,Winter,2015,January,2.587,High
Poland,Winter,2015,February,3.375,High
Poland,Spring,2015,March,2.815,High
Poland,Summer,2015,July,1.336,High
Romania,Winter,2015,February,3.065,High
Romania,Spring,2015,March,2.027,High
Romania,Fall,2015,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2015,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2015,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2015,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2015,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2015,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2015,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2015,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2015,December,4.189,High
Sweden,Winter,2015,January,2.681,High
Sweden,Winter,2015,February,3.178,High
Sweden,Spring,2015,March,2.462,High
Sweden,Summer,2015,June,1.359,High
Sweden,Fall,2015,November,1.927,High
Sweden,Winter,2015,December,2.699,High
Switzerland,Winter,2015,February,2.724,High
Switzerland,Spring,2015,March,1.836,High
Uruguay,Summer,2015,June,1.463,High
Uruguay,Summer,2015,July,1.606,High
Northern Europe,Winter,2015,February,2.643,High
Northern Europe,Spring,2015,March,1.93,High
Afghanistan,Winter,2016,February,2.597,High
Antarctica,Spring,2016,April,1.868,High
Antarctica,Summer,2016,June,1.929,High
Antarctica,Summer,2016,July,1.801,High
Antarctica,Summer,2016,August,2.216,High
Antarctica,Fall,2016,September,2.058,High
Argentina,Summer,2016,July,1.424,High
Austria,Winter,2016,February,2.924,High
Austria,Spring,2016,March,2.054,High
Bulgaria,Winter,2016,February,2.776,High
Bulgaria,Summer,2016,August,1.343,High
Canada,Spring,2016,March,1.875,High
Denmark,Winter,2016,February,2.55,High
Denmark,Spring,2016,March,2.01,High
Finland,Winter,2016,January,3.335,High
Finland,Winter,2016,February,3.566,High
Finland,Spring,2016,March,2.892,High
Finland,Summer,2016,June,1.583,High
Finland,Summer,2016,July,1.38,High
Finland,Fall,2016,October,1.915,High
Finland,Fall,2016,November,2.28,High
Finland,Winter,2016,December,3.499,High
Germany,Winter,2016,February,2.957,High
Germany,Spring,2016,March,2.037,High
Greenland,Spring,2016,March,2.021,High
Hungary,Winter,2016,February,3.171,High
Hungary,Spring,2016,March,2.223,High
Iceland,Spring,2016,March,2.196,High
Liechtenstein,Winter,2016,February,2.814,High
Liechtenstein,Spring,2016,March,1.959,High
Mongolia,Winter,2016,February,3.021,High
Mongolia,Spring,2016,March,1.962,High
Mongolia,Fall,2016,November,2.235,High
Mongolia,Winter,2016,December,2.926,High
Netherlands,Winter,2016,February,2.75,High
Norway,Spring,2016,March,2.1,High
Norway,Summer,2016,June,1.468,High
Paraguay,Summer,2016,June,1.592,High
Paraguay,Summer,2016,July,2.058,High
Paraguay,Summer,2016,August,1.58,High
Poland,Winter,2016,January,2.587,High
Poland,Winter,2016,February,3.375,High
Poland,Spring,2016,March,2.815,High
Poland,Summer,2016,July,1.336,High
Romania,Winter,2016,February,3.065,High
Romania,Spring,2016,March,2.027,High
Romania,Fall,2016,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2016,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2016,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2016,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2016,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2016,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2016,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2016,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2016,December,4.189,High
Sweden,Winter,2016,January,2.681,High
Sweden,Winter,2016,February,3.178,High
Sweden,Spring,2016,March,2.462,High
Sweden,Summer,2016,June,1.359,High
Sweden,Fall,2016,November,1.927,High
Sweden,Winter,2016,December,2.699,High
Switzerland,Winter,2016,February,2.724,High
Switzerland,Spring,2016,March,1.836,High
Uruguay,Summer,2016,June,1.463,High
Uruguay,Summer,2016,July,1.606,High
Northern Europe,Winter,2016,February,2.643,High
Northern Europe,Spring,2016,March,1.93,High
Afghanistan,Winter,2017,February,2.597,High
Antarctica,Spring,2017,April,1.868,High
Antarctica,Summer,2017,June,1.929,High
Antarctica,Summer,2017,July,1.801,High
Antarctica,Summer,2017,August,2.216,High
Antarctica,Fall,2017,September,2.058,High
Argentina,Summer,2017,July,1.424,High
Austria,Winter,2017,February,2.924,High
Austria,Spring,2017,March,2.054,High
Bulgaria,Winter,2017,February,2.776,High
Bulgaria,Summer,2017,August,1.343,High
Canada,Spring,2017,March,1.875,High
Denmark,Winter,2017,February,2.55,High
Denmark,Spring,2017,March,2.01,High
Finland,Winter,2017,January,3.335,High
Finland,Winter,2017,February,3.566,High
Finland,Spring,2017,March,2.892,High
Finland,Summer,2017,June,1.583,High
Finland,Summer,2017,July,1.38,High
Finland,Fall,2017,October,1.915,High
Finland,Fall,2017,November,2.28,High
Finland,Winter,2017,December,3.499,High
Germany,Winter,2017,February,2.957,High
Germany,Spring,2017,March,2.037,High
Greenland,Spring,2017,March,2.021,High
Hungary,Winter,2017,February,3.171,High
Hungary,Spring,2017,March,2.223,High
Iceland,Spring,2017,March,2.196,High
Liechtenstein,Winter,2017,February,2.814,High
Liechtenstein,Spring,2017,March,1.959,High
Mongolia,Winter,2017,February,3.021,High
Mongolia,Spring,2017,March,1.962,High
Mongolia,Fall,2017,November,2.235,High
Mongolia,Winter,2017,December,2.926,High
Netherlands,Winter,2017,February,2.75,High
Norway,Spring,2017,March,2.1,High
Norway,Summer,2017,June,1.468,High
Paraguay,Summer,2017,June,1.592,High
Paraguay,Summer,2017,July,2.058,High
Paraguay,Summer,2017,August,1.58,High
Poland,Winter,2017,January,2.587,High
Poland,Winter,2017,February,3.375,High
Poland,Spring,2017,March,2.815,High
Poland,Summer,2017,July,1.336,High
Romania,Winter,2017,February,3.065,High
Romania,Spring,2017,March,2.027,High
Romania,Fall,2017,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2017,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2017,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2017,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2017,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2017,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2017,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2017,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2017,December,4.189,High
Sweden,Winter,2017,January,2.681,High
Sweden,Winter,2017,February,3.178,High
Sweden,Spring,2017,March,2.462,High
Sweden,Summer,2017,June,1.359,High
Sweden,Fall,2017,November,1.927,High
Sweden,Winter,2017,December,2.699,High
Switzerland,Winter,2017,February,2.724,High
Switzerland,Spring,2017,March,1.836,High
Uruguay,Summer,2017,June,1.463,High
Uruguay,Summer,2017,July,1.606,High
Northern Europe,Winter,2017,February,2.643,High
Northern Europe,Spring,2017,March,1.93,High
Afghanistan,Winter,2018,February,2.597,High
Antarctica,Spring,2018,April,1.868,High
Antarctica,Summer,2018,June,1.929,High
Antarctica,Summer,2018,July,1.801,High
Antarctica,Summer,2018,August,2.216,High
Antarctica,Fall,2018,September,2.058,High
Argentina,Summer,2018,July,1.424,High
Austria,Winter,2018,February,2.924,High
Austria,Spring,2018,March,2.054,High
Bulgaria,Winter,2018,February,2.776,High
Bulgaria,Summer,2018,August,1.343,High
Canada,Spring,2018,March,1.875,High
Denmark,Winter,2018,February,2.55,High
Denmark,Spring,2018,March,2.01,High
Finland,Winter,2018,January,3.335,High
Finland,Winter,2018,February,3.566,High
Finland,Spring,2018,March,2.892,High
Finland,Summer,2018,June,1.583,High
Finland,Summer,2018,July,1.38,High
Finland,Fall,2018,October,1.915,High
Finland,Fall,2018,November,2.28,High
Finland,Winter,2018,December,3.499,High
Germany,Winter,2018,February,2.957,High
Germany,Spring,2018,March,2.037,High
Greenland,Spring,2018,March,2.021,High
Hungary,Winter,2018,February,3.171,High
Hungary,Spring,2018,March,2.223,High
Iceland,Spring,2018,March,2.196,High
Liechtenstein,Winter,2018,February,2.814,High
Liechtenstein,Spring,2018,March,1.959,High
Mongolia,Winter,2018,February,3.021,High
Mongolia,Spring,2018,March,1.962,High
Mongolia,Fall,2018,November,2.235,High
Mongolia,Winter,2018,December,2.926,High
Netherlands,Winter,2018,February,2.75,High
Norway,Spring,2018,March,2.1,High
Norway,Summer,2018,June,1.468,High
Paraguay,Summer,2018,June,1.592,High
Paraguay,Summer,2018,July,2.058,High
Paraguay,Summer,2018,August,1.58,High
Poland,Winter,2018,January,2.587,High
Poland,Winter,2018,February,3.375,High
Poland,Spring,2018,March,2.815,High
Poland,Summer,2018,July,1.336,High
Romania,Winter,2018,February,3.065,High
Romania,Spring,2018,March,2.027,High
Romania,Fall,2018,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2018,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2018,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2018,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2018,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2018,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2018,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2018,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2018,December,4.189,High
Sweden,Winter,2018,January,2.681,High
Sweden,Winter,2018,February,3.178,High
Sweden,Spring,2018,March,2.462,High
Sweden,Summer,2018,June,1.359,High
Sweden,Fall,2018,November,1.927,High
Sweden,Winter,2018,December,2.699,High
Switzerland,Winter,2018,February,2.724,High
Switzerland,Spring,2018,March,1.836,High
Uruguay,Summer,2018,June,1.463,High
Uruguay,Summer,2018,July,1.606,High
Northern Europe,Winter,2018,February,2.643,High
Northern Europe,Spring,2018,March,1.93,High
Afghanistan,Winter,2019,February,2.597,High
Antarctica,Spring,2019,April,1.868,High
Antarctica,Summer,2019,June,1.929,High
Antarctica,Summer,2019,July,1.801,High
Antarctica,Summer,2019,August,2.216,High
Antarctica,Fall,2019,September,2.058,High
Argentina,Summer,2019,July,1.424,High
Austria,Winter,2019,February,2.924,High
Austria,Spring,2019,March,2.054,High
Bulgaria,Winter,2019,February,2.776,High
Bulgaria,Summer,2019,August,1.343,High
Canada,Spring,2019,March,1.875,High
Denmark,Winter,2019,February,2.55,High
Denmark,Spring,2019,March,2.01,High
Finland,Winter,2019,January,3.335,High
Finland,Winter,2019,February,3.566,High
Finland,Spring,2019,March,2.892,High
Finland,Summer,2019,June,1.583,High
Finland,Summer,2019,July,1.38,High
Finland,Fall,2019,October,1.915,High
Finland,Fall,2019,November,2.28,High
Finland,Winter,2019,December,3.499,High
Germany,Winter,2019,February,2.957,High
Germany,Spring,2019,March,2.037,High
Greenland,Spring,2019,March,2.021,High
Hungary,Winter,2019,February,3.171,High
Hungary,Spring,2019,March,2.223,High
Iceland,Spring,2019,March,2.196,High
Liechtenstein,Winter,2019,February,2.814,High
Liechtenstein,Spring,2019,March,1.959,High
Mongolia,Winter,2019,February,3.021,High
Mongolia,Spring,2019,March,1.962,High
Mongolia,Fall,2019,November,2.235,High
Mongolia,Winter,2019,December,2.926,High
Netherlands,Winter,2019,February,2.75,High
Norway,Spring,2019,March,2.1,High
Norway,Summer,2019,June,1.468,High
Paraguay,Summer,2019,June,1.592,High
Paraguay,Summer,2019,July,2.058,High
Paraguay,Summer,2019,August,1.58,High
Poland,Winter,2019,January,2.587,High
Poland,Winter,2019,February,3.375,High
Poland,Spring,2019,March,2.815,High
Poland,Summer,2019,July,1.336,High
Romania,Winter,2019,February,3.065,High
Romania,Spring,2019,March,2.027,High
Romania,Fall,2019,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2019,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2019,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2019,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2019,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2019,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2019,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2019,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2019,December,4.189,High
Sweden,Winter,2019,January,2.681,High
Sweden,Winter,2019,February,3.178,High
Sweden,Spring,2019,March,2.462,High
Sweden,Summer,2019,June,1.359,High
Sweden,Fall,2019,November,1.927,High
Sweden,Winter,2019,December,2.699,High
Switzerland,Winter,2019,February,2.724,High
Switzerland,Spring,2019,March,1.836,High
Uruguay,Summer,2019,June,1.463,High
Uruguay,Summer,2019,July,1.606,High
Northern Europe,Winter,2019,February,2.643,High
Northern Europe,Spring,2019,March,1.93,High
