Area,Season,Year,Months,Temperature Change,Outlier Type
Eastern Europe,Spring,1999,March,-2.284,Low
Northern Europe,Fall,1999,September,2.528,High
Western Europe,Fall,1999,September,2.835,High
Afghanistan,Spring,2000,April,3.504,High
Afghanistan,Spring,2000,May,4.05,High
Albania,Winter,2000,January,-2.435,Low
Albania,Fall,2000,November,2.954,High
Algeria,Spring,2000,April,2.879,High
Antarctica,Spring,2000,April,-2.791,Low
Antarctica,Fall,2000,November,2.766,High
Argentina,Summer,2000,July,-1.884,Low
Armenia,Spring,2000,April,3.043,High
Armenia,Summer,2000,July,3.559,High
Austria,Winter,2000,February,3.234,High
Austria,Spring,2000,April,3.285,High
Austria,Spring,2000,May,2.959,High
Austria,Summer,2000,August,2.539,High
Austria,Fall,2000,November,2.564,High
Azerbaijan,Spring,2000,April,3.478,High
Bahrain,Spring,2000,April,3.586,High
Belarus,Winter,2000,February,5.604,High
Belarus,Spring,2000,March,2.998,High
Belarus,Spring,2000,April,4.969,High
Belarus,Fall,2000,November,3.272,High
Belarus,Winter,2000,December,3.893,High
Belgium,Winter,2000,February,3.086,High
Bolivia (Plurinational State of),Summer,2000,July,-1.627,Low
Bosnia and Herzegovina,Spring,2000,April,3.117,High
Bosnia and Herzegovina,Summer,2000,August,2.891,High
Bosnia and Herzegovina,Fall,2000,November,3.524,High
Botswana,Winter,2000,January,-2.541,Low
Bulgaria,Winter,2000,January,-2.539,Low
Bulgaria,Spring,2000,April,2.883,High
Bulgaria,Fall,2000,November,2.756,High
Burkina Faso,Winter,2000,February,-2.356,Low
Burundi,Winter,2000,January,-2.866,Low
Burundi,Fall,2000,September,2.877,High
Canada,Winter,2000,February,3.179,High
Canada,Spring,2000,March,4.289,High
Croatia,Spring,2000,April,3.103,High
Croatia,Summer,2000,August,2.86,High
Croatia,Fall,2000,November,3.331,High
Czechia,Winter,2000,February,3.795,High
Czechia,Spring,2000,April,3.666,High
Czechia,Spring,2000,May,3.099,High
Czechia,Fall,2000,October,2.969,High
Czechia,Fall,2000,November,2.857,High
Denmark,Winter,2000,January,3.152,High
Denmark,Winter,2000,February,4.386,High
Denmark,Spring,2000,April,3.006,High
Denmark,Fall,2000,November,2.632,High
Estonia,Winter,2000,January,3.727,High
Estonia,Winter,2000,February,5.306,High
Estonia,Spring,2000,March,3.06,High
Estonia,Spring,2000,April,4.316,High
Estonia,Fall,2000,October,3.008,High
Estonia,Fall,2000,November,3.539,High
Estonia,Winter,2000,December,4.093,High
Finland,Winter,2000,January,3.607,High
Finland,Winter,2000,February,4.278,High
Finland,Fall,2000,October,4.11,High
Finland,Fall,2000,November,4.227,High
Finland,Winter,2000,December,3.621,High
Georgia,Spring,2000,April,3.223,High
Georgia,Summer,2000,July,3.233,High
Germany,Winter,2000,February,3.782,High
Germany,Spring,2000,April,2.832,High
Germany,Spring,2000,May,2.883,High
Greece,Winter,2000,January,-2.317,Low
Greenland,Spring,2000,April,3.489,High
Hungary,Spring,2000,April,3.526,High
Hungary,Summer,2000,August,2.841,High
Hungary,Fall,2000,October,3.06,High
Hungary,Fall,2000,November,3.812,High
Iran (Islamic Republic of),Spring,2000,April,3.8,High
Iraq,Spring,2000,April,3.043,High
Iraq,Summer,2000,July,3.242,High
Jordan,Summer,2000,July,3.447,High
Kazakhstan,Winter,2000,January,3.361,High
Kazakhstan,Winter,2000,February,5.232,High
Kazakhstan,Spring,2000,April,4.27,High
Kazakhstan,Fall,2000,October,-1.887,Low
Kazakhstan,Fall,2000,November,-1.967,Low
Kuwait,Spring,2000,April,4.163,High
Kuwait,Summer,2000,July,3.349,High
Kuwait,Summer,2000,August,3.067,High
Kyrgyzstan,Winter,2000,January,2.985,High
Latvia,Winter,2000,January,3.354,High
Latvia,Winter,2000,February,5.473,High
Latvia,Spring,2000,March,3.127,High
Latvia,Spring,2000,April,4.863,High
Latvia,Fall,2000,October,2.887,High
Latvia,Fall,2000,November,3.389,High
Latvia,Winter,2000,December,3.801,High
Lebanon,Summer,2000,July,2.751,High
Liechtenstein,Spring,2000,May,3.055,High
Liechtenstein,Summer,2000,June,2.517,High
Liechtenstein,Winter,2000,December,3.071,High
Lithuania,Winter,2000,January,3.157,High
Lithuania,Winter,2000,February,5.686,High
Lithuania,Spring,2000,March,3.132,High
Lithuania,Spring,2000,April,5.174,High
Lithuania,Fall,2000,October,2.944,High
Lithuania,Fall,2000,November,3.419,High
Lithuania,Winter,2000,December,3.665,High
Luxembourg,Winter,2000,February,3.221,High
Luxembourg,Spring,2000,May,2.806,High
Mauritania,Spring,2000,April,3.272,High
Monaco,Spring,2000,May,2.825,High
Mongolia,Winter,2000,January,-2.229,Low
Mongolia,Spring,2000,March,2.869,High
Mongolia,Summer,2000,June,2.595,High
Mongolia,Summer,2000,July,2.603,High
Mongolia,Fall,2000,October,-2.311,Low
Mongolia,Fall,2000,November,-3.596,Low
Morocco,Summer,2000,June,3.536,High
Netherlands,Winter,2000,February,3.452,High
Niger,Winter,2000,February,-2.153,Low
North Macedonia,Winter,2000,January,-2.925,Low
North Macedonia,Fall,2000,November,3.18,High
Norway,Winter,2000,January,3.476,High
Norway,Winter,2000,February,3.107,High
Norway,Fall,2000,October,3.448,High
Norway,Fall,2000,November,3.852,High
Pakistan,Spring,2000,May,2.776,High
Paraguay,Summer,2000,July,-3.363,Low
Poland,Winter,2000,February,4.603,High
Poland,Spring,2000,April,4.074,High
Poland,Fall,2000,October,3.27,High
Poland,Fall,2000,November,3.328,High
Qatar,Spring,2000,April,3.213,High
Republic of Moldova,Winter,2000,February,3.276,High
Republic of Moldova,Spring,2000,April,3.303,High
Republic of Moldova,Fall,2000,November,3.645,High
Romania,Spring,2000,April,3.19,High
Romania,Fall,2000,November,3.479,High
Russian Federation,Winter,2000,February,4.136,High
Russian Federation,Spring,2000,April,3.306,High
Rwanda,Winter,2000,January,-2.866,Low
San Marino,Spring,2000,May,2.929,High
Saudi Arabia,Summer,2000,July,2.629,High
Serbia and Montenegro,Winter,2000,January,-2.039,Low
Serbia and Montenegro,Spring,2000,April,3.1,High
Serbia and Montenegro,Summer,2000,August,2.789,High
Serbia and Montenegro,Fall,2000,November,3.713,High
Slovakia,Spring,2000,April,3.527,High
Slovakia,Fall,2000,October,3.497,High
Slovakia,Fall,2000,November,3.642,High
Slovenia,Spring,2000,April,3.422,High
Slovenia,Summer,2000,August,2.802,High
Slovenia,Fall,2000,October,2.568,High
Slovenia,Fall,2000,November,3.186,High
Slovenia,Winter,2000,December,2.977,High
Svalbard and Jan Mayen Islands,Winter,2000,January,5.757,High
Svalbard and Jan Mayen Islands,Winter,2000,February,3.937,High
Svalbard and Jan Mayen Islands,Fall,2000,October,5.836,High
Svalbard and Jan Mayen Islands,Fall,2000,November,5.046,High
Sweden,Winter,2000,January,3.759,High
Sweden,Winter,2000,February,4.127,High
Sweden,Fall,2000,October,3.41,High
Sweden,Fall,2000,November,4.463,High
Sweden,Winter,2000,December,2.938,High
Switzerland,Spring,2000,May,2.793,High
Switzerland,Winter,2000,December,3.134,High
Syrian Arab Republic,Summer,2000,July,3.35,High
Tajikistan,Spring,2000,May,3.138,High
Tunisia,Spring,2000,April,2.835,High
Tunisia,Spring,2000,May,2.909,High
Turkey,Summer,2000,July,2.598,High
Turkmenistan,Spring,2000,April,4.921,High
Ukraine,Winter,2000,February,3.91,High
Ukraine,Spring,2000,April,4.237,High
Ukraine,Winter,2000,December,3.008,High
United States of America,Winter,2000,February,3.732,High
United States of America,Spring,2000,March,3.023,High
Uruguay,Summer,2000,July,-2.165,Low
Uzbekistan,Spring,2000,April,4.592,High
Wake Island,Summer,2000,July,-1.778,Low
Northern America,Winter,2000,February,3.395,High
Northern America,Spring,2000,March,3.601,High
Central Asia,Winter,2000,January,3.074,High
Central Asia,Winter,2000,February,4.12,High
Central Asia,Spring,2000,April,4.209,High
Western Asia,Summer,2000,July,2.501,High
Europe,Winter,2000,February,3.853,High
Europe,Spring,2000,April,3.04,High
Eastern Europe,Winter,2000,February,4.1,High
Eastern Europe,Spring,2000,April,3.366,High
Northern Europe,Winter,2000,January,3.072,High
Northern Europe,Winter,2000,February,3.451,High
Northern Europe,Fall,2000,October,2.671,High
Northern Europe,Fall,2000,November,3.165,High
Western Europe,Winter,2000,February,3.052,High
European Union,Winter,2000,February,2.985,High
Annex I countries,Winter,2000,February,3.134,High
Afghanistan,Spring,2001,May,4.103,High
Albania,Winter,2001,January,3.057,High
Albania,Spring,2001,March,4.308,High
Albania,Summer,2001,August,2.655,High
Albania,Fall,2001,October,2.822,High
Albania,Winter,2001,December,-4.266,Low
Algeria,Spring,2001,March,4.305,High
Algeria,Fall,2001,October,3.691,High
Andorra,Spring,2001,March,3.609,High
Andorra,Fall,2001,October,3.613,High
Andorra,Winter,2001,December,-2.419,Low
Antarctica,Summer,2001,August,-2.527,Low
Armenia,Spring,2001,March,4.658,High
Austria,Spring,2001,March,2.985,High
Austria,Spring,2001,May,3.179,High
Austria,Summer,2001,August,2.814,High
Austria,Fall,2001,September,-1.84,Low
Austria,Fall,2001,October,3.86,High
Austria,Winter,2001,December,-2.324,Low
Azerbaijan,Spring,2001,March,3.971,High
Bahrain,Winter,2001,December,4.334,High
Belarus,Winter,2001,January,4.895,High
Belarus,Spring,2001,April,3.339,High
Belarus,Summer,2001,July,4.55,High
Belarus,Winter,2001,December,-4.731,Low
Belgium,Fall,2001,October,3.826,High
Bosnia and Herzegovina,Winter,2001,January,3.506,High
Bosnia and Herzegovina,Spring,2001,March,4.36,High
Bosnia and Herzegovina,Summer,2001,August,2.783,High
Bosnia and Herzegovina,Fall,2001,October,3.098,High
Bosnia and Herzegovina,Winter,2001,December,-3.875,Low
Bulgaria,Winter,2001,January,3.186,High
Bulgaria,Spring,2001,March,5.025,High
Bulgaria,Summer,2001,August,2.536,High
Bulgaria,Winter,2001,December,-5.059,Low
Canada,Winter,2001,January,4.648,High
Canada,Spring,2001,March,2.777,High
Canada,Winter,2001,December,4.236,High
Channel Islands,Fall,2001,October,2.726,High
Croatia,Winter,2001,January,3.184,High
Croatia,Spring,2001,March,4.039,High
Croatia,Summer,2001,August,2.938,High
Croatia,Fall,2001,October,3.258,High
Croatia,Winter,2001,December,-3.421,Low
Cyprus,Spring,2001,March,3.366,High
Czechia,Fall,2001,October,3.777,High
Czechia,Winter,2001,December,-2.389,Low
Denmark,Fall,2001,October,3.183,High
Estonia,Winter,2001,January,4.829,High
Estonia,Spring,2001,April,3.095,High
Estonia,Summer,2001,July,3.93,High
Estonia,Winter,2001,December,-3.677,Low
Finland,Winter,2001,January,5.603,High
Finland,Winter,2001,December,-2.093,Low
France,Fall,2001,October,3.552,High
Gambia,Winter,2001,December,3.402,High
Georgia,Spring,2001,March,4.607,High
Germany,Fall,2001,October,3.903,High
Gibraltar,Summer,2001,June,2.761,High
Greece,Spring,2001,March,4.287,High
Greece,Winter,2001,December,-3.285,Low
Greenland,Winter,2001,December,4.047,High
Holy See,Spring,2001,March,3.788,High
Holy See,Fall,2001,October,3.497,High
Holy See,Winter,2001,December,-2.261,Low
Hungary,Winter,2001,January,3.041,High
Hungary,Spring,2001,March,3.276,High
Hungary,Summer,2001,August,2.586,High
Hungary,Fall,2001,October,3.276,High
Hungary,Fall,2001,November,-1.844,Low
Hungary,Winter,2001,December,-4.318,Low
Israel,Spring,2001,March,3.284,High
Italy,Spring,2001,March,3.466,High
Italy,Fall,2001,October,3.306,High
Jordan,Spring,2001,March,3.565,High
Kazakhstan,Spring,2001,March,5.405,High
Kazakhstan,Fall,2001,November,3.556,High
Kuwait,Summer,2001,August,2.637,High
Kuwait,Winter,2001,December,3.225,High
Kyrgyzstan,Spring,2001,March,3.256,High
Kyrgyzstan,Spring,2001,May,3.005,High
Kyrgyzstan,Fall,2001,November,3.356,High
Latvia,Winter,2001,January,4.479,High
Latvia,Spring,2001,April,2.965,High
Latvia,Summer,2001,July,4.056,High
Latvia,Winter,2001,December,-3.588,Low
Lebanon,Spring,2001,March,3.667,High
Libya,Spring,2001,March,3.044,High
Libya,Fall,2001,September,3.797,High
Liechtenstein,Spring,2001,March,2.973,High
Liechtenstein,Spring,2001,May,3.389,High
Liechtenstein,Summer,2001,August,2.673,High
Liechtenstein,Fall,2001,September,-2.455,Low
Liechtenstein,Fall,2001,October,3.951,High
Lithuania,Winter,2001,January,4.317,High
Lithuania,Summer,2001,July,3.971,High
Lithuania,Winter,2001,December,-3.493,Low
Luxembourg,Spring,2001,May,2.86,High
Luxembourg,Summer,2001,August,2.51,High
Luxembourg,Fall,2001,September,-1.705,Low
Luxembourg,Fall,2001,October,4.076,High
Malta,Spring,2001,March,2.99,High
Malta,Fall,2001,October,3.105,High
Mauritania,Winter,2001,December,3.498,High
Monaco,Fall,2001,October,3.011,High
Mongolia,Fall,2001,November,2.866,High
Mongolia,Winter,2001,December,-2.16,Low
Morocco,Spring,2001,March,3.542,High
Morocco,Spring,2001,April,3.118,High
Morocco,Summer,2001,June,3.684,High
Morocco,Fall,2001,October,3.316,High
Netherlands,Fall,2001,October,3.877,High
North Macedonia,Winter,2001,January,3.148,High
North Macedonia,Spring,2001,March,4.925,High
North Macedonia,Fall,2001,October,2.934,High
North Macedonia,Winter,2001,December,-5.493,Low
Norway,Winter,2001,January,3.338,High
Norway,Spring,2001,March,-2.519,Low
Palestine,Spring,2001,March,3.296,High
Paraguay,Summer,2001,August,3.285,High
Poland,Winter,2001,January,3.127,High
Poland,Fall,2001,October,3.062,High
Poland,Winter,2001,December,-2.792,Low
Qatar,Winter,2001,December,3.734,High
Republic of Moldova,Winter,2001,January,3.886,High
Republic of Moldova,Spring,2001,March,3.706,High
Republic of Moldova,Summer,2001,July,3.506,High
Republic of Moldova,Summer,2001,August,2.516,High
Republic of Moldova,Winter,2001,December,-5.081,Low
Romania,Winter,2001,January,3.564,High
Romania,Spring,2001,March,4.101,High
Romania,Winter,2001,December,-5.084,Low
Russian Federation,Fall,2001,November,3.633,High
San Marino,Spring,2001,March,4.12,High
San Marino,Summer,2001,August,3.134,High
San Marino,Fall,2001,October,3.345,High
San Marino,Winter,2001,December,-2.197,Low
Saudi Arabia,Summer,2001,August,2.51,High
Senegal,Winter,2001,December,3.463,High
Serbia and Montenegro,Winter,2001,January,3.814,High
Serbia and Montenegro,Spring,2001,March,4.763,High
Serbia and Montenegro,Summer,2001,August,2.532,High
Serbia and Montenegro,Fall,2001,October,2.896,High
Serbia and Montenegro,Fall,2001,November,-1.744,Low
Serbia and Montenegro,Winter,2001,December,-4.599,Low
Slovakia,Fall,2001,October,3.294,High
Slovakia,Fall,2001,November,-1.793,Low
Slovakia,Winter,2001,December,-4.119,Low
Slovenia,Spring,2001,March,3.536,High
Slovenia,Spring,2001,May,2.984,High
Slovenia,Summer,2001,August,3.163,High
Slovenia,Fall,2001,October,3.767,High
Slovenia,Winter,2001,December,-2.808,Low
South Georgia and the South Sandwich Islands,Summer,2001,July,-1.978,Low
Spain,Spring,2001,March,3.089,High
Svalbard and Jan Mayen Islands,Winter,2001,January,6.092,High
Svalbard and Jan Mayen Islands,Winter,2001,February,5.515,High
Svalbard and Jan Mayen Islands,Fall,2001,September,2.581,High
Svalbard and Jan Mayen Islands,Fall,2001,November,-1.929,Low
Svalbard and Jan Mayen Islands,Winter,2001,December,3.019,High
Sweden,Winter,2001,January,4.027,High
Switzerland,Spring,2001,March,2.794,High
Switzerland,Spring,2001,May,2.987,High
Switzerland,Summer,2001,August,2.611,High
Switzerland,Fall,2001,September,-2.253,Low
Switzerland,Fall,2001,October,4.035,High
Syrian Arab Republic,Spring,2001,March,3.816,High
Tajikistan,Spring,2001,May,3.876,High
Tajikistan,Fall,2001,November,2.551,High
Tokelau,Fall,2001,October,-2.199,Low
Tunisia,Spring,2001,March,4.784,High
Tunisia,Summer,2001,July,2.642,High
Tunisia,Fall,2001,October,4.558,High
Turkey,Spring,2001,March,4.792,High
Turkmenistan,Spring,2001,March,3.458,High
Turkmenistan,Spring,2001,April,3.119,High
Turkmenistan,Spring,2001,May,3.042,High
Ukraine,Winter,2001,January,4.839,High
Ukraine,Spring,2001,March,3.441,High
Ukraine,Summer,2001,July,3.933,High
Ukraine,Winter,2001,December,-4.89,Low
United Kingdom,Fall,2001,October,2.602,High
Uruguay,Summer,2001,August,3.883,High
Uzbekistan,Spring,2001,March,4.302,High
Uzbekistan,Spring,2001,May,3.832,High
Uzbekistan,Fall,2001,November,2.562,High
Western Sahara,Winter,2001,December,2.971,High
Northern America,Winter,2001,January,3.294,High
Central Asia,Spring,2001,March,4.831,High
Central Asia,Spring,2001,May,2.969,High
Central Asia,Fall,2001,November,3.237,High
Europe,Fall,2001,November,2.642,High
Eastern Europe,Fall,2001,November,3.242,High
Northern Europe,Winter,2001,January,3.332,High
Southern Europe,Spring,2001,March,3.518,High
Southern Europe,Fall,2001,October,2.573,High
Southern Europe,Winter,2001,December,-2.169,Low
Western Europe,Fall,2001,October,3.728,High
European Union,Fall,2001,October,2.769,High
Albania,Winter,2002,February,3.123,High
Albania,Spring,2002,March,2.819,High
Antarctica,Spring,2002,April,2.972,High
Antarctica,Summer,2002,June,-2.252,Low
Antarctica,Summer,2002,July,4.279,High
Armenia,Winter,2002,February,3.418,High
Armenia,Spring,2002,March,2.966,High
Armenia,Fall,2002,October,2.666,High
Armenia,Winter,2002,December,-4.087,Low
Austria,Winter,2002,February,4.496,High
Austria,Spring,2002,March,2.792,High
Austria,Summer,2002,June,2.945,High
Austria,Fall,2002,November,3.014,High
Azerbaijan,Winter,2002,February,3.76,High
Azerbaijan,Spring,2002,March,3.722,High
Azerbaijan,Fall,2002,September,2.801,High
Azerbaijan,Fall,2002,October,3.03,High
Azerbaijan,Winter,2002,December,-4.735,Low
Belarus,Winter,2002,January,3.987,High
Belarus,Winter,2002,February,7.76,High
Belarus,Spring,2002,March,5.166,High
Belarus,Summer,2002,July,3.819,High
Belarus,Winter,2002,December,-5.892,Low
Belgium,Winter,2002,February,4.307,High
Belgium,Fall,2002,November,2.589,High
Bosnia and Herzegovina,Winter,2002,February,4.183,High
Bosnia and Herzegovina,Spring,2002,March,3.103,High
Bosnia and Herzegovina,Fall,2002,November,2.975,High
Bulgaria,Winter,2002,February,5.147,High
Bulgaria,Spring,2002,March,3.291,High
Bulgaria,Winter,2002,December,-2.234,Low
Canada,Spring,2002,March,-1.846,Low
Canada,Winter,2002,December,4.942,High
Chad,Winter,2002,January,-2.332,Low
Channel Islands,Winter,2002,February,3.071,High
China,Winter,2002,February,3.761,High
"China, mainland",Winter,2002,February,3.769,High
Croatia,Winter,2002,February,3.868,High
Croatia,Spring,2002,March,3.118,High
Croatia,Fall,2002,November,3.253,High
Czechia,Winter,2002,February,5.121,High
Czechia,Spring,2002,May,3.299,High
Democratic People's Republic of Korea,Winter,2002,January,3.487,High
Democratic People's Republic of Korea,Winter,2002,February,4.516,High
Democratic People's Republic of Korea,Spring,2002,March,3.818,High
Democratic People's Republic of Korea,Fall,2002,October,-1.735,Low
Democratic People's Republic of Korea,Fall,2002,November,-3.842,Low
Denmark,Winter,2002,January,2.988,High
Denmark,Winter,2002,February,5.136,High
Denmark,Summer,2002,August,4.052,High
Denmark,Fall,2002,October,-1.9,Low
Denmark,Winter,2002,December,-2.238,Low
Djibouti,Spring,2002,May,2.797,High
Djibouti,Summer,2002,July,2.516,High
Estonia,Winter,2002,January,3.598,High
Estonia,Winter,2002,February,6.493,High
Estonia,Spring,2002,March,4.349,High
Estonia,Spring,2002,May,2.825,High
Estonia,Summer,2002,July,2.51,High
Estonia,Summer,2002,August,3.201,High
Estonia,Fall,2002,October,-4.04,Low
Estonia,Fall,2002,November,-1.786,Low
Estonia,Winter,2002,December,-4.632,Low
Finland,Winter,2002,February,5.606,High
Finland,Spring,2002,April,3.2,High
Finland,Summer,2002,August,2.574,High
Finland,Fall,2002,October,-3.138,Low
